HxLxD,Height,Length,Depth,"""C"" for custom ""S"" for special",Panels Long,Panels Deep,"Price with 1"" wire and PC Steel Pitched Roof","Discount for 1"" wire roof instead of pitched roof","Addl. 1"" wire floor option (bolted in on larger cages - removable on smaller cages - or wire roof add on (in addition to steel roof)","Bolted on bottom only ""B"" or removable option ""R""  (bolt on wire floor keeps varmets out, can also sub for other diamenters or solid materials)",Price Per Divider to split the Length (goes front to back in the cage),Price Per Divider to split the depth (goes left to right in cage),Silver Alum Frame Upgrade,Alum/Silver Roof Upgrade,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,"Safety Catch 1"" pc wire","DOUBLE Safety Catch 1"" pc wire","Extra Door (in place of a panel - 1"" pc wire)",Pull Out Tray Price,Powder coated aluminum upgrade pull out tray,cut to size washable lenolium - fits in tray or sit on floor,bird special price,cat regular price,cat special price
120-24-12,120,24,12,c,2,1,3403,163,147,R,371,532,146,38,98,98,124,124,1269,1015,120,30.00,39.00,10.80,0,3182.00,0
120-24-18,120,24,18,c,2,1,3550,256,159,R,401,533,151,53,98,146,124,186,1269,1015,122,45.00,58.50,16.20,0,3329.00,0
120-24-24,120,24,24,c,2,2,4506,348,172,R,625,548,191,68,98,98,124,124,1269,1015,120,60.00,78.00,21.60,0,4212.00,0
120-30-12,120,30,12,c,2,1,3278,193,157,R,372,537,151,43,122,98,155,124,1269,1015,120,37.50,48.75,13.50,0,3058.00,0
120-30-18,120,30,18,c,2,1,3425,299,171,R,402,537,156,60,122,146,155,186,1269,1015,122,56.25,73.13,20.25,0,3205.00,0
120-30-24,120,30,24,c,2,2,4339,405,185,R,626,537,196,76,122,98,155,124,1269,1015,120,75.00,97.50,27.00,0,4045.00,0
120-30-30,120,30,30,c,2,2,4766,511,199,R,615,537,202,93,122,122,155,155,1269,1015,121,93.75,121.88,33.75,4218,4472.00,3923
120-36-12,120,36,12,c,2,1,3552,222,168,R,373,592,156,48,146,98,186,124,1269,1015,120,45.00,58.50,16.20,0,3331.00,0
120-36-18,120,36,18,c,2,1,3721,342,183,R,403,593,161,66,146,146,186,186,1269,1015,122,67.50,87.75,24.30,0,3500.00,0
120-36-24,120,36,24,c,2,2,4698,462,198,R,627,608,201,84,146,98,186,124,1269,1015,120,90.00,117.00,32.40,0,4404.00,0
120-36-30,120,36,30,c,2,2,4592,582,213,R,616,609,206,102,146,122,186,155,1269,1015,121,112.50,146.25,40.50,0,4297.00,0
120-36-36,120,36,36,c,2,2,5049,703,227,R,688,610,212,120,146,146,186,186,1269,1015,122,135.00,175.50,48.60,0,4754.00,0
120-42-12,120,42,12,c,2,1,3626,251,179,R,374,622,161,53,171,98,217,124,1269,1015,120,52.50,68.25,18.90,0,3406.00,0
120-42-18,120,42,18,c,2,1,3806,385,195,R,404,623,166,73,171,146,217,186,1269,1015,122,78.75,102.38,28.35,0,3585.00,0
120-42-24,120,42,24,c,2,2,4795,519,211,R,628,638,206,92,171,98,217,124,1269,1015,120,105.00,136.50,37.80,0,4500.00,0
120-42-30,120,42,30,c,2,2,4691,654,226,R,617,639,211,112,171,122,217,155,1269,1015,121,131.25,170.63,47.25,0,4397.00,0
120-42-36,120,42,36,c,2,2,5167,788,242,R,689,640,217,131,171,146,217,186,1269,1015,122,157.50,204.75,56.70,0,4872.00,0
120-42-42,120,42,42,c,2,2,5352,922,258,R,720,641,222,151,171,171,217,217,1269,1015,123,183.75,238.88,66.15,0,5058.00,0
120-48-12,120,48,12,c,3,1,4586,280,190,R,385,812,210,58,130,98,165,124,1269,1015,120,60.00,78.00,21.60,0,4292.00,0
120-48-18,120,48,18,c,3,1,4777,428,207,R,416,813,215,79,130,146,165,186,1269,1015,122,90.00,117.00,32.40,0,4482.00,0
120-48-24,120,48,24,c,3,2,5776,577,223,R,639,828,255,100,130,98,165,124,1269,1015,120,120.00,156.00,43.20,0,5408.00,0
120-48-30,120,48,30,c,3,2,5629,725,240,R,628,829,261,121,130,122,165,155,1269,1015,121,150.00,195.00,54.00,0,5261.00,0
120-48-36,120,48,36,c,3,2,6170,873,257,R,701,830,266,142,130,146,165,186,1269,1015,122,180.00,234.00,64.80,0,5802.00,0
120-48-42,120,48,42,c,3,2,6367,1021,274,R,732,830,272,163,130,171,165,217,1269,1015,123,210.00,273.00,75.60,0,5998.00,0
120-48-48,120,48,48,c,3,3,7432,1170,290,R,955,845,320,184,130,130,165,165,1269,1015,121,240.00,312.00,86.40,0,6990.00,0
120-60-12,120,60,12,c,3,1,4487,339,211,R,387,847,223,68,163,98,207,124,1269,1015,120,75.00,97.50,27.00,0,4192.00,0
120-60-18,120,60,18,c,3,1,4684,515,230,R,418,847,228,92,163,146,207,186,1269,1015,122,112.50,146.25,40.50,0,4390.00,0
120-60-24,120,60,24,c,3,2,5649,691,249,R,641,847,268,116,163,98,207,124,1269,1015,120,150.00,195.00,54.00,0,5280.00,0
120-60-30,120,60,30,c,3,2,6213,867,268,R,630,847,274,140,163,122,207,155,1269,1015,121,187.50,243.75,67.50,5492,5844.00,5123
120-60-36,120,60,36,c,3,2,6056,1044,286,R,703,847,279,164,163,146,207,186,1269,1015,122,225.00,292.50,81.00,0,5687.00,0
120-60-42,120,60,42,c,3,2,6259,1220,305,R,734,847,285,188,163,171,207,217,1269,1015,123,262.50,341.25,94.50,0,5891.00,0
120-60-48,120,60,48,c,3,3,7285,1240,480,R,957,847,333,212,163,130,207,165,1269,1015,121,300.00,390.00,108.00,0,6843.00,0
120-60-60,120,60,60,c,3,3,8195,1575,535,R,958,847,347,260,163,163,207,207,1269,1015,123,375.00,487.50,135.00,7228,7753.00,6786
120-72-12,120,72,12,c,4,1,5915,447,233,R,400,1093,287,84,146,98,186,124,1269,1015,120,90.00,117.00,32.40,0,5547.00,0
120-72-18,120,72,18,c,4,1,6171,666,254,R,431,1093,292,114,146,146,186,186,1269,1015,122,135.00,175.50,48.60,0,5802.00,0
120-72-24,120,72,24,c,4,2,7235,886,274,R,654,1108,332,144,146,98,186,124,1269,1015,120,180.00,234.00,64.80,0,6793.00,0
120-72-30,120,72,30,c,4,2,7062,1105,295,R,642,1109,338,174,146,122,186,155,1269,1015,121,225.00,292.50,81.00,0,6620.00,0
120-72-36,120,72,36,c,4,2,7760,1324,316,R,716,1110,343,204,146,146,186,186,1269,1015,122,270.00,351.00,97.20,0,7318.00,0
120-72-42,120,72,42,c,4,2,8022,1396,484,R,747,1111,349,234,146,171,186,217,1269,1015,123,315.00,409.50,113.40,0,7580.00,0
120-72-48,120,72,48,c,4,3,9152,1606,514,R,970,1126,397,264,146,130,186,165,1269,1015,121,360.00,468.00,129.60,0,8636.00,0
120-72-60,120,72,60,c,4,3,9124,2027,573,R,970,1127,411,324,146,163,186,207,1269,1015,123,450.00,585.00,162.00,0,8608.00,0
120-72-72,120,72,72,c,4,4,11166,2448,632,R,1286,1143,474,384,146,146,186,186,1269,1015,122,540.00,702.00,194.40,0,10577.00,0
120-84-12,120,84,12,c,4,1,6115,506,254,R,402,1153,303,94,171,98,217,124,1269,1015,120,105.00,136.50,37.80,0,5747.00,0
120-84-18,120,84,18,c,4,1,6392,753,277,R,433,1154,308,127,171,146,217,186,1269,1015,122,157.50,204.75,56.70,0,6024.00,0
120-84-24,120,84,24,c,4,2,7479,1000,300,R,656,1169,348,160,171,98,217,124,1269,1015,120,210.00,273.00,75.60,0,7037.00,0
120-84-30,120,84,30,c,4,2,7309,1247,323,R,644,1170,354,193,171,122,217,155,1269,1015,121,262.50,341.25,94.50,0,6867.00,0
120-84-36,120,84,36,c,4,2,8046,1356,484,R,718,1170,359,226,171,146,217,186,1269,1015,122,315.00,409.50,113.40,0,7604.00,0
120-84-42,120,84,42,c,4,2,8330,1594,516,R,749,1171,365,259,171,171,217,217,1269,1015,123,367.50,477.75,132.30,0,7888.00,0
120-84-48,120,84,48,c,4,3,9482,1833,547,R,972,1186,413,292,171,130,217,165,1269,1015,121,420.00,546.00,151.20,0,8967.00,0
120-84-60,120,84,60,c,4,3,9472,2309,611,R,972,1188,427,358,171,163,217,207,1269,1015,123,525.00,682.50,189.00,0,8956.00,0
120-84-72,120,84,72,c,4,4,11584,2595,865,R,1288,1204,490,424,171,146,217,186,1269,1015,122,630.00,819.00,226.80,0,10994.00,0
120-84-84,120,84,84,c,4,4,12196,3054,946,R,1349,1205,507,490,171,171,217,217,1269,1015,123,735.00,955.50,264.60,0,11606.00,0
120-90-12,120,90,12,c,4,1,5854,535,265,R,403,1156,311,99,183,98,233,124,1269,1015,120,112.50,146.25,40.50,0,5486.00,0
120-90-18,120,90,18,c,4,1,6122,796,289,R,434,1156,316,134,183,146,233,186,1269,1015,122,168.75,219.38,60.75,0,5754.00,0
120-90-24,120,90,24,c,4,2,7158,1057,313,R,657,1156,356,168,183,98,233,124,1269,1015,120,225.00,292.50,81.00,0,6716.00,0
120-90-30,120,90,30,c,4,2,7895,1318,337,R,645,1156,362,203,183,122,233,155,1269,1015,121,281.25,365.63,101.25,6969,7453.00,6527
120-90-36,120,90,36,c,4,2,7706,1441,499,R,719,1156,367,237,183,146,233,186,1269,1015,122,337.50,438.75,121.50,0,7264.00,0
120-90-42,120,90,42,c,4,2,7981,1693,532,R,750,1156,373,272,183,171,233,217,1269,1015,123,393.75,511.88,141.75,0,7539.00,0
120-90-48,120,90,48,c,4,3,9077,1946,564,R,973,1156,421,306,183,130,233,165,1269,1015,121,450.00,585.00,162.00,0,8561.00,0
120-90-60,120,90,60,c,4,3,10258,2451,629,R,973,1156,435,375,183,163,233,207,1269,1015,123,562.50,731.25,202.50,9034,9742.00,8517
120-90-72,120,90,72,c,4,4,11088,2764,886,R,1289,1156,498,444,183,146,233,186,1269,1015,122,675.00,877.50,243.00,0,10498.00,0
120-90-84,120,90,84,c,4,4,11678,3252,968,R,1350,1156,515,513,183,171,233,217,1269,1015,123,787.50,1023.75,283.50,0,11088.00,0
120-90-90,120,90,90,c,4,4,12743,3495,1010,R,1301,1156,524,548,183,183,233,233,1269,1015,124,843.75,1096.88,303.75,11203,12154.00,10613
120-120-12,120,120,12,c,4,1,6319,681,319,R,408,1307,351,124,244,98,310,124,1269,1015,120,150.00,195.00,54.00,0,5951.00,0
120-120-18,120,120,18,c,4,1,6638,1012,348,R,439,1307,356,166,244,146,310,186,1269,1015,122,225.00,292.50,81.00,0,6270.00,0
120-120-24,120,120,24,c,4,2,7724,1222,498,R,663,1307,396,208,244,98,310,124,1269,1015,120,300.00,390.00,108.00,0,7282.00,0
120-120-30,120,120,30,c,4,2,8558,1545,535,R,649,1307,402,250,244,122,310,155,1269,1015,121,375.00,487.50,135.00,7541,8116.00,7098
120-120-36,120,120,36,c,4,2,8374,1867,573,R,724,1307,407,292,244,146,310,186,1269,1015,122,450.00,585.00,162.00,0,7932.00,0
120-120-42,120,120,42,c,4,2,8699,2189,611,R,755,1307,413,334,244,171,310,217,1269,1015,123,525.00,682.50,189.00,0,8257.00,0
120-120-48,120,120,48,c,4,3,9846,2356,804,R,978,1307,461,376,244,130,310,165,1269,1015,121,600.00,780.00,216.00,0,9330.00,0
120-120-60,120,120,60,c,4,3,11193,2983,897,R,978,1307,475,460,244,163,310,207,1269,1015,123,750.00,975.00,270.00,9839,10677.00,9323
120-120-72,120,120,72,c,4,4,12059,3419,1181,R,1294,1307,538,544,244,146,310,186,1269,1015,122,900.00,1170.00,324.00,0,11470.00,0
120-120-84,120,120,84,c,4,4,12750,4029,1291,R,1356,1307,555,628,244,171,310,217,1269,1015,123,1050.00,1365.00,378.00,0,12161.00,0
120-120-90,120,120,90,c,4,4,13950,4334,1346,R,1306,1307,564,670,244,183,310,233,1269,1015,124,1125.00,1462.50,405.00,12243,13360.00,11653
120-120-120,120,120,120,c,4,4,17546,5492,3188,B,1456,1307,606,1120,244,244,310,310,1269,1015,127,1500.00,1950.00,540.00,15344,16957.00,14754
120-150-12,120,150,12,c,5,1,7864,877,373,R,424,1616,463,155,244,98,310,124,1269,1015,120,187.50,243.75,67.50,0,7422.00,0
120-150-18,120,150,18,c,5,1,8254,1293,407,R,455,1616,468,208,244,146,310,186,1269,1015,122,281.25,365.63,101.25,0,7812.00,0
120-150-24,120,150,24,c,5,2,9411,1588,562,R,678,1616,508,260,244,98,310,124,1269,1015,120,375.00,487.50,135.00,0,8895.00,0
120-150-30,120,150,30,c,5,2,10431,1996,604,R,664,1616,514,313,244,122,310,155,1269,1015,121,468.75,609.38,168.75,9183,9915.00,8666
120-150-36,120,150,36,c,5,2,10202,2403,647,R,740,1616,519,365,244,146,310,186,1269,1015,122,562.50,731.25,202.50,0,9687.00,0
120-150-42,120,150,42,c,5,2,10598,2663,837,R,771,1616,525,418,244,171,310,217,1269,1015,123,656.25,853.13,236.25,0,10083.00,0
120-150-48,120,150,48,c,5,3,11816,3062,888,R,994,1616,573,470,244,130,310,165,1269,1015,121,750.00,975.00,270.00,0,11227.00,0
120-150-60,120,150,60,c,5,3,13447,3685,1165,R,992,1616,587,575,244,163,310,207,1269,1015,123,937.50,1218.75,337.50,11809,12857.00,11219
120-150-72,120,150,72,c,5,4,14313,4465,1285,R,1310,1616,650,680,244,146,310,186,1269,1015,122,1125.00,1462.50,405.00,0,13650.00,0
120-150-84,120,150,84,c,5,4,15146,4827,1823,R,1371,1616,667,785,244,171,310,217,1269,1015,123,1312.50,1706.25,472.50,0,14483.00,0
120-150-90,120,150,90,c,5,4,16584,5199,1901,R,1321,1616,676,838,244,183,310,233,1269,1015,124,1406.25,1828.13,506.25,14541,15921.00,13878
120-150-120,120,150,120,c,5,4,20997,6691,4159,B,1471,1616,718,1400,244,244,310,310,1269,1015,127,1875.00,2437.50,675.00,18345,20333.00,17681
120-150-150,120,150,150,c,5,5,27232,8840,4635,B,1799,1616,830,1738,244,244,310,310,1269,1015,127,2343.75,3046.88,843.75,24075,26495.00,23337
120-180-12,120,180,12,c,6,1,10088,1023,427,R,440,1955,591,180,244,98,310,124,1269,1015,120,225.00,292.50,81.00,0,9572.00,0
120-180-18,120,180,18,c,6,1,10561,1397,578,R,471,1956,596,240,244,146,310,186,1269,1015,122,337.50,438.75,121.50,0,10045.00,0
120-180-24,120,180,24,c,6,2,11843,1874,626,R,694,1971,636,300,244,98,310,124,1269,1015,120,450.00,585.00,162.00,0,11254.00,0
120-180-30,120,180,30,c,6,2,11582,2352,673,R,679,1972,642,360,244,122,310,155,1269,1015,121,562.50,731.25,202.50,0,10992.00,0
120-180-36,120,180,36,c,6,2,12802,2691,859,R,756,1973,647,420,244,146,310,186,1269,1015,122,675.00,877.50,243.00,0,12213.00,0
120-180-42,120,180,42,c,6,2,13282,3159,916,R,787,1973,653,480,244,171,310,217,1269,1015,123,787.50,1023.75,283.50,0,12692.00,0
120-180-48,120,180,48,c,6,3,14630,3472,1128,R,1010,1988,701,540,244,130,310,165,1269,1015,121,900.00,1170.00,324.00,0,13967.00,0
120-180-60,120,180,60,c,6,3,14656,4391,1259,R,1007,1990,715,660,244,163,310,207,1269,1015,123,1125.00,1462.50,405.00,0,13993.00,0
120-180-72,120,180,72,c,6,4,17514,4928,1772,R,1326,2006,778,780,244,146,310,186,1269,1015,122,1350.00,1755.00,486.00,0,16777.00,0
120-180-84,120,180,84,c,6,4,18518,5813,1937,R,1387,2008,795,900,244,171,310,217,1269,1015,123,1575.00,2047.50,567.00,0,17781.00,0
120-180-90,120,180,90,c,6,4,17844,6255,2020,R,1335,2008,804,960,244,183,310,233,1269,1015,124,1687.50,2193.75,607.50,0,17107.00,0
120-180-120,120,180,120,c,6,4,22205,7966,4434,B,1485,2012,846,1560,244,244,310,310,1269,1015,127,2250.00,2925.00,810.00,0,21468.00,0
120-180-150,120,180,150,c,6,5,28729,8898,6502,B,1813,2031,958,1935,244,244,310,310,1269,1015,127,2812.50,3656.25,1012.50,0,27918.00,0
120-180-180,120,180,180,c,6,6,35187,11222,7178,B,2265,2049,1086,2310,244,244,310,310,1269,1015,127,3375.00,4387.50,1215.00,0,34302.00,0
120-210-12,120,210,12,c,7,1,11987,1219,481,R,456,2266,735,211,244,98,310,124,1269,1015,120,262.50,341.25,94.50,0,11398.00,0
120-210-18,120,210,18,c,7,1,12537,1678,637,R,487,2267,740,282,244,146,310,186,1269,1015,122,393.75,511.88,141.75,0,11947.00,0
120-210-24,120,210,24,c,7,2,13895,2240,690,R,710,2282,780,352,244,98,310,124,1269,1015,120,525.00,682.50,189.00,0,13232.00,0
120-210-30,120,210,30,c,7,2,13576,2673,872,R,693,2282,786,423,244,122,310,155,1269,1015,121,656.25,853.13,236.25,0,12913.00,0
120-210-36,120,210,36,c,7,2,15006,3227,933,R,772,2283,791,493,244,146,310,186,1269,1015,122,787.50,1023.75,283.50,0,14343.00,0
120-210-42,120,210,42,c,7,2,15562,3633,1142,R,802,2284,797,564,244,171,310,217,1269,1015,123,918.75,1194.38,330.75,0,14899.00,0
120-210-48,120,210,48,c,7,3,16986,4178,1212,R,1026,2299,845,634,244,130,310,165,1269,1015,121,1050.00,1365.00,378.00,0,16249.00,0
120-210-60,120,210,60,c,7,3,17005,4920,1700,R,1022,2301,859,775,244,163,310,207,1269,1015,123,1312.50,1706.25,472.50,0,16268.00,0
120-210-72,120,210,72,c,7,4,20175,5975,1875,R,1341,2316,922,916,244,146,310,186,1269,1015,122,1575.00,2047.50,567.00,0,19364.00,0
120-210-84,120,210,84,c,7,4,21331,6820,2260,R,1403,2318,939,1057,244,171,310,217,1269,1015,123,1837.50,2388.75,661.50,0,20520.00,0
120-210-90,120,210,90,c,7,4,20547,7339,2356,R,1350,2319,948,1128,244,183,310,233,1269,1015,124,1968.75,2559.38,708.75,0,19737.00,0
120-210-120,120,210,120,c,7,4,25668,8470,6100,B,1500,2323,990,1840,244,244,310,310,1269,1015,127,2625.00,3412.50,945.00,0,24857.00,0
120-210-150,120,210,150,c,7,5,33061,11293,6802,B,1828,2341,1102,2283,244,244,310,310,1269,1015,127,3281.25,4265.63,1181.25,0,32176.00,0
120-210-180,120,210,180,c,7,6,40334,13245,8375,B,2281,2359,1230,2725,244,244,310,310,1269,1015,127,3937.50,5118.75,1417.50,0,39376.00,0
120-210-240,120,210,240,c,7,8,51210,18116,10554,B,2974,2396,1534,3610,244,244,310,310,1269,1015,127,5250.00,6825.00,1890.00,0,50105.00,0
120-240-12,120,240,12,c,8,1,13971,1262,638,R,472,2576,895,236,244,98,310,124,1269,1015,120,300.00,390.00,108.00,0,13307.00,0
120-240-18,120,240,18,c,8,1,14574,1894,696,R,502,2577,900,314,244,146,310,186,1269,1015,122,450.00,585.00,162.00,0,13911.00,0
120-240-24,120,240,24,c,8,2,15987,2405,875,R,726,2592,940,392,244,98,310,124,1269,1015,120,600.00,780.00,216.00,0,15250.00,0
120-240-30,120,240,30,c,8,2,15588,3029,941,R,708,2593,946,470,244,122,310,155,1269,1015,121,750.00,975.00,270.00,0,14851.00,0
120-240-36,120,240,36,c,8,2,17207,3514,1146,R,787,2594,951,548,244,146,310,186,1269,1015,122,900.00,1170.00,324.00,0,16470.00,0
120-240-42,120,240,42,c,8,2,17817,4129,1221,R,818,2595,957,626,244,171,310,217,1269,1015,123,1050.00,1365.00,378.00,0,17080.00,0
120-240-48,120,240,48,c,8,3,19296,4431,1609,R,1041,2610,1005,704,244,130,310,165,1269,1015,121,1200.00,1560.00,432.00,0,18485.00,0
120-240-60,120,240,60,c,8,3,19270,5626,1794,R,1036,2611,1019,860,244,163,310,207,1269,1015,123,1500.00,1950.00,540.00,0,18459.00,0
120-240-72,120,240,72,c,8,4,22702,6629,2171,R,1357,2627,1082,1016,244,146,310,186,1269,1015,122,1800.00,2340.00,648.00,0,21818.00,0
120-240-84,120,240,84,c,8,4,23967,7597,2583,R,1419,2629,1099,1172,244,171,310,217,1269,1015,123,2100.00,2730.00,756.00,0,23082.00,0
120-240-90,120,240,90,c,8,4,23066,8177,2693,R,1364,2629,1108,1250,244,183,310,233,1269,1015,124,2250.00,2925.00,810.00,0,22181.00,0
120-240-120,120,240,120,c,8,4,28439,9744,6376,B,1514,2633,1150,2000,244,244,310,310,1269,1015,127,3000.00,3900.00,1080.00,0,27555.00,0
120-240-150,120,240,150,c,8,5,36399,12134,7886,B,1843,2652,1262,2480,244,244,310,310,1269,1015,127,3750.00,4875.00,1350.00,0,35441.00,0
120-240-180,120,240,180,c,8,6,44183,14349,9571,B,2297,2670,1390,2960,244,244,310,310,1269,1015,127,4500.00,5850.00,1620.00,0,43151.00,0
120-240-210,120,240,210,c,8,7,49850,17529,10291,B,2643,2688,1534,3440,244,244,310,310,1269,1015,127,5250.00,6825.00,1890.00,0,48745.00,0
120-240-240,120,240,240,c,8,8,55659,19484,12236,B,2990,2707,1694,3920,244,244,310,310,1269,1015,127,6000.00,7800.00,2160.00,0,54479.00,0
120-270-12,120,270,12,c,9,1,16125,1458,692,R,487,2887,1071,267,244,98,310,124,1269,1015,120,337.50,438.75,121.50,0,15388.00,0
120-270-18,120,270,18,c,9,1,16805,2175,755,R,518,2888,1076,356,244,146,310,186,1269,1015,122,506.25,658.13,182.25,0,16068.00,0
120-270-24,120,270,24,c,9,2,18294,2772,938,R,742,2903,1116,444,244,98,310,124,1269,1015,120,675.00,877.50,243.00,0,17483.00,0
120-270-30,120,270,30,c,9,2,17820,3480,1010,R,723,2904,1122,533,244,122,310,155,1269,1015,121,843.75,1096.88,303.75,0,17009.00,0
120-270-36,120,270,36,c,9,2,19666,4050,1220,R,803,2904,1127,621,244,146,310,186,1269,1015,122,1012.50,1316.25,364.50,0,18855.00,0
120-270-42,120,270,42,c,9,2,20352,4750,1300,R,834,2905,1133,710,244,171,310,217,1269,1015,123,1181.25,1535.63,425.25,0,19541.00,0
120-270-48,120,270,48,c,9,3,21907,5137,1693,R,1057,2920,1181,798,244,130,310,165,1269,1015,121,1350.00,1755.00,486.00,0,21022.00,0
120-270-60,120,270,60,c,9,3,21856,6502,1888,R,1051,2922,1195,975,244,163,310,207,1269,1015,123,1687.50,2193.75,607.50,0,20972.00,0
120-270-72,120,270,72,c,9,4,25618,7675,2275,R,1373,2938,1258,1152,244,146,310,186,1269,1015,122,2025.00,2632.50,729.00,0,24659.00,0
120-270-84,120,270,84,c,9,4,27035,8814,2696,R,1435,2939,1275,1329,244,171,310,217,1269,1015,123,2362.50,3071.25,850.50,0,26076.00,0
120-270-90,120,270,90,c,9,4,26006,9261,3029,R,1379,2940,1284,1418,244,183,310,233,1269,1015,124,2531.25,3290.63,911.25,0,25048.00,0
120-270-120,120,270,120,c,9,4,32139,11638,6652,B,1529,2944,1326,2280,244,244,310,310,1269,1015,127,3375.00,4387.50,1215.00,0,31181.00,0
120-270-150,120,270,150,c,9,5,40995,13746,8969,B,1857,2962,1438,2828,244,244,310,310,1269,1015,127,4218.75,5484.38,1518.75,0,39963.00,0
120-270-180,120,270,180,c,9,6,49611,16372,10768,B,2312,2981,1566,3375,244,244,310,310,1269,1015,127,5062.50,6581.25,1822.50,0,48506.00,0
120-270-210,120,270,210,c,9,7,55819,19705,11860,B,2659,2999,1710,3923,244,244,310,310,1269,1015,127,5906.25,7678.13,2126.25,0,54640.00,0
120-270-240,120,270,240,c,9,8,62167,22072,13918,B,3005,3017,1870,4470,244,244,310,310,1269,1015,127,6750.00,8775.00,2430.00,0,60914.00,0
120-300-12,120,300,12,c,10,1,18363,1604,746,R,503,3197,1263,292,244,98,310,124,1269,1015,120,375.00,487.50,135.00,0,17552.00,0
120-300-18,120,300,18,c,10,1,19097,2391,814,R,534,3198,1268,388,244,146,310,186,1269,1015,122,562.50,731.25,202.50,0,18286.00,0
120-300-24,120,300,24,c,10,2,20640,3058,1002,R,757,3213,1308,484,244,98,310,124,1269,1015,120,750.00,975.00,270.00,0,19756.00,0
120-300-30,120,300,30,c,10,2,20069,3706,1209,R,737,3214,1314,580,244,122,310,155,1269,1015,121,937.50,1218.75,337.50,0,19185.00,0
120-300-36,120,300,36,c,10,2,22121,4476,1294,R,819,3215,1319,676,244,146,310,186,1269,1015,122,1125.00,1462.50,405.00,0,21237.00,0
120-300-42,120,300,42,c,10,2,22862,4951,1674,R,850,3216,1325,772,244,171,310,217,1269,1015,123,1312.50,1706.25,472.50,0,21978.00,0
120-300-48,120,300,48,c,10,3,24471,5704,1776,R,1073,3231,1373,868,244,130,310,165,1269,1015,121,1500.00,1950.00,540.00,0,23513.00,0
120-300-60,120,300,60,c,10,3,24358,7034,2156,R,1065,3232,1387,1060,244,163,310,207,1269,1015,123,1875.00,2437.50,675.00,0,23400.00,0
120-300-72,120,300,72,c,10,4,28399,8330,2570,R,1389,3248,1450,1252,244,146,310,186,1269,1015,122,2250.00,2925.00,810.00,0,27367.00,0
120-300-84,120,300,84,c,10,4,29925,9591,3019,R,1450,3250,1467,1444,244,171,310,217,1269,1015,123,2625.00,3412.50,945.00,0,28893.00,0
120-300-90,120,300,90,c,10,4,28761,10099,3366,R,1394,3251,1476,1540,244,183,310,233,1269,1015,124,2812.50,3656.25,1012.50,0,27729.00,0
120-300-120,120,300,120,c,10,4,35148,12218,7622,B,1544,3255,1518,2440,244,244,310,310,1269,1015,127,3750.00,4875.00,1350.00,0,34116.00,0
120-300-150,120,300,150,c,10,5,44597,15370,9270,B,1872,3273,1630,3025,244,244,310,310,1269,1015,127,4687.50,6093.75,1687.50,0,43491.00,0
120-300-180,120,300,180,c,10,6,53740,17476,11964,B,2328,3291,1758,3610,244,244,310,310,1269,1015,127,5625.00,7312.50,2025.00,0,52561.00,0
120-300-210,120,300,210,c,10,7,60248,20811,13429,B,2675,3309,1902,4195,244,244,310,310,1269,1015,127,6562.50,8531.25,2362.50,0,58995.00,0
120-300-240,120,300,240,c,10,8,66896,23440,15600,B,3021,3328,2062,4780,244,244,310,310,1269,1015,127,7500.00,9750.00,2700.00,0,65569.00,0
120-330-12,120,330,12,c,11,1,20772,1800,800,R,519,3508,1471,323,244,98,310,124,1269,1015,120,412.50,536.25,148.50,0,19887.00,0
120-330-18,120,330,18,c,11,1,21582,2560,985,R,550,3509,1476,430,244,146,310,186,1269,1015,122,618.75,804.38,222.75,0,20697.00,0
120-330-24,120,330,24,c,11,2,23201,3424,1066,R,773,3524,1516,536,244,98,310,124,1269,1015,120,825.00,1072.50,297.00,0,22243.00,0
120-330-30,120,330,30,c,11,2,22538,4158,1278,R,752,3525,1522,643,244,122,310,155,1269,1015,121,1031.25,1340.63,371.25,0,21580.00,0
120-330-36,120,330,36,c,11,2,24835,4735,1645,R,835,3526,1527,749,244,146,310,186,1269,1015,122,1237.50,1608.75,445.50,0,23877.00,0
120-330-42,120,330,42,c,11,2,25651,5572,1753,R,865,3526,1533,856,244,171,310,217,1269,1015,123,1443.75,1876.88,519.75,0,24693.00,0
120-330-48,120,330,48,c,11,3,27337,6410,1860,R,1089,3541,1581,962,244,130,310,165,1269,1015,121,1650.00,2145.00,594.00,0,26305.00,0
120-330-60,120,330,60,c,11,3,27182,7911,2250,R,1080,3543,1595,1175,244,163,310,207,1269,1015,123,2062.50,2681.25,742.50,0,26150.00,0
120-330-72,120,330,72,c,11,4,31569,9185,2865,R,1405,3559,1658,1388,244,146,310,186,1269,1015,122,2475.00,3217.50,891.00,0,30464.00,0
120-330-84,120,330,84,c,11,4,33247,10598,3342,R,1466,3560,1675,1601,244,171,310,217,1269,1015,123,2887.50,3753.75,1039.50,0,32142.00,0
120-330-90,120,330,90,c,11,4,31939,11182,3703,R,1408,3561,1684,1708,244,183,310,233,1269,1015,124,3093.75,4021.88,1113.75,0,30833.00,0
120-330-120,120,330,120,c,11,4,39085,14112,7898,B,1558,3565,1726,2720,244,244,310,310,1269,1015,127,4125.00,5362.50,1485.00,0,37979.00,0
